exp001	0.000000
exp002	1.000019
exp003	-1.000019
exp004	-1.000019
exp005	0.000000
exp006	0.000000
exp007	1.000019
exp008	-1.000019
exp009	0.000000
exp010	-1.000019
exp011	-1.000019
exp012	-1.000019
exp013	-1.000019
exp014	-1.000019
exp015	-1.000019
exp016	1.000019
exp016	0.000000
exp017	1.000019
exp018	1.000019
exp019	1.000019
exp020	-0.000000
exp021	1.000019
exp022	-0.000000
exp023	1.000019
exp024	1.000019
exp025	0
exp026	1.000019
exp027	1.000019
exp028	0
exp029	-0.000000
exp030	0
exp031	0.000000
exp032	-1.000019
exp033	1.000019
exp034	-1.000019
exp035	1.000019
exp036	1.000019
exp037	-1.000019
exp038	0.000000
exp039	1.000019
exp040	1.000019
exp041	1.000019
exp042	0.000000
exp043	1.000019
exp044	1.000019
exp045	1.000019
exp046	1.000019
exp047	-1.000019
exp048	1.000019
exp049	-0.000000
exp050	1.000019
exp051	-0.000000
exp052	-0.000000
exp053	0.000000
exp054	1.000019
exp055	0.000000
exp056	-1.000019
exp057	0.000000
exp058	-1.000019
exp059	1.000019
exp060	0.000000
exp061	-0.000000
exp062	1.000019
exp063	-0.000000
exp064	1.000019
exp065	-0.000000
exp066	0.000000
exp067	0.000000
exp068	1.000019
exp069	-0.000000
exp070	1.000019
exp071	-0.000000
exp072	0
exp073	0
exp074	1.000019
exp075	-0.000000
exp076	1.000019
exp077	0.000000
exp078	1.000019
exp079	0.000000
exp080	0
exp081	-1.000019
exp082	1.000019
exp083	-0.000000
exp084	1.000019
exp085	1.000019
exp086	0.000000
exp087	0
exp088	-0.000000
exp089	-1.000019
exp090	1.000019
exp091	-1.000019
exp092	0
exp093	1.000019
exp094	0.000000
exp095	1.000019
exp096	0.000000
exp096	-0.000000
exp097	0.000000
exp097	0.000000
exp098	-1.000019
exp099	1.000019
exp100	0
exp101	1.000019
exp102	0.000000
exp103	0.000000
exp104	0.000000
exp105	1.000019
exp106	1.000019
exp107	0.000000
exp108	1.000019
exp109	-0.000000
exp110	1.000019
exp111	0.000000
exp112	1.000019
exp113	-0.000000
exp114	1.000019
exp115	0
exp116	-1.000019
exp117	0
exp118	1.000019
exp119	0
exp120	0
exp121	0.000000
exp122	0
exp123	0.000000
exp124	1.000019
exp125	0.000000
exp126	1.000019
exp127	1.000019
exp128	1.000019
exp129	0.000000
exp130	1.000019
exp131	0.000000
exp132	0.000000
exp133	0.000000
exp134	0.000000
exp135	-0.000000
exp136	0.000000
exp137	-0.000000
exp138	0
exp139	0.000000
exp140	-1.000019
exp141	-0.000000
exp142	0.000000
exp143	0
exp144	0.000000
exp145	0
exp146	0.000000
exp147	-0.000000
exp148	0
exp149	-0.000000
exp150	0
